dbkey,hastargetcl,simscore,caplettersworddif,urlsim,onlycaplettersdif,category,hastargettag,nwordstarget,nersimilarity,hastargetnumber,same,langdif,hassourcenumber,numbersim,hastargetemail,hastargetnameentity,hassourceemail,hastargetpunctuation,cgscore,tagsim,hassourcenameentity,emailsim,hastargeturl,hassourcecl,hassourcetag,hassourcepunctuation,punctsim,nwordssource,hassourceurl
1149-1149,1.0,0.71,0.0,1.0,0.0,1,0.0,183,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.29,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,136,0.0
1150-1150,1.0,0.83,0.0,1.0,0.0,1,0.0,137,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.18,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,132,0.0
1151-1151,1.0,0.63,0.0,1.0,0.0,1,0.0,32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,27,0.0
1152-1152,1.0,0.91,0.0,1.0,0.0,1,0.0,106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,100,0.0
1153-1153,1.0,0.14,0.0833333333333,1.0,0.0833333333333,1,0.0,44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.45,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,38,0.0
1154-1154,1.0,0.67,0.0,1.0,0.0,1,0.0,81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.68,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,64,0.0
1155-1155,0.0,0.6,0.0,1.0,0.0,1,0.0,37,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0
1156-1156,1.0,0.93,0.0,1.0,0.0,1,0.0,98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.53,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,81,0.0
1157-1157,1.0,0.68,0.0,1.0,0.0,1,0.0,235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,220,0.0
1158-1158,1.0,0.94,0.0,1.0,0.0,1,0.0,77,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.87,82,0.0
1159-1159,1.0,0.82,0.0,1.0,0.0,1,0.0,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.36,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,19,0.0
1160-1160,1.0,0.63,0.0,1.0,0.0,1,0.0,137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,132,0.0
1161-1161,0.0,1.0,0.0,1.0,0.0,1,0.0,24,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24,0.0
1162-1162,1.0,0.84,0.0,1.0,0.0,1,0.0,48,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,45,0.0
1163-1163,1.0,0.67,0.0,1.0,0.0,1,0.0,57,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,58,0.0
1164-1164,0.0,0.67,0.0,1.0,0.0,1,0.0,22,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23,0.0
1165-1165,1.0,0.6,0.0,1.0,0.1,1,0.0,30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.36,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0
1166-1166,1.0,0.9,0.0,1.0,0.0,1,0.0,79,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.19,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,74,0.0
1167-1167,1.0,0.81,0.0,1.0,0.0,1,0.0,122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.23,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,112,0.0
1168-1168,1.0,0.87,0.0,1.0,0.0,1,0.0,41,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.54,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,32,0.0
1169-1169,1.0,0.87,0.166666666667,1.0,0.0,1,0.0,51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.68,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,38,0.0
1170-1170,1.0,0.47,0.25,1.0,0.0,1,0.0,52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.23,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,54,0.0
1171-1171,1.0,0.79,0.0,1.0,0.0,1,0.0,138,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.47,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.87,124,0.0
1172-1172,1.0,0.82,0.0,1.0,0.0,1,0.0,80,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.57,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,66,0.0
1173-1173,1.0,0.73,0.0,1.0,0.0,1,0.0,148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.35,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.95,138,0.0
1174-1174,0.0,0.73,0.0,1.0,0.0,1,0.0,94,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.78,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,71,0.0
1175-1175,1.0,0.5,0.0,1.0,0.0,1,0.0,33,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,31,0.0
1176-1176,1.0,0.67,0.0,1.0,0.0,1,0.0,57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,57,0.0
1177-1177,1.0,0.67,0.4,1.0,0.0,1,0.0,103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,103,0.0
1178-1178,1.0,0.5,0.0,1.0,0.0,1,0.0,46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.06,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,46,0.0
1179-1179,1.0,0.83,0.0,1.0,0.0,1,0.0,185,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.67,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,158,0.0
1180-1180,1.0,0.85,0.0,1.0,0.0,1,0.0,88,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.18,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8,82,0.0
1181-1181,1.0,0.87,0.0,1.0,0.0,1,0.0,251,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.31,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.32,199,0.0
1182-1182,1.0,0.2,0.5,1.0,0.5,1,0.0,30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.48,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23,0.0
1183-1183,1.0,0.58,0.166666666667,1.0,0.0,1,0.0,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.54,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,18,0.0
1184-1184,1.0,0.72,0.0,1.0,0.0,1,0.0,270,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,224,0.0
1185-1185,1.0,0.75,0.0,1.0,0.125,1,0.0,38,0.57735026919,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.21,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0
1186-1186,1.0,0.85,0.0,1.0,0.0,1,0.0,45,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,44,0.0
1187-1187,1.0,0.26,0.4,1.0,0.0,1,0.0,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.09,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,23,0.0
1188-1188,1.0,1.0,0.0,1.0,0.0,1,0.0,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,16,0.0
1189-1189,1.0,0.74,0.0,1.0,0.0,1,0.0,37,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,34,0.0
1190-1190,1.0,0.83,0.0,1.0,0.0,1,0.0,151,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.59,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,132,0.0
1191-1191,1.0,0.8,0.0,1.0,0.0,1,0.0,107,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.46,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,93,0.0
1192-1192,1.0,0.65,0.0,1.0,0.0,1,0.0,157,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.58,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,140,0.0
1193-1193,1.0,1.0,0.0384615384615,1.0,0.0,1,0.0,117,0.408248290464,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.23,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,109,0.0
1194-1194,1.0,0.61,0.0,1.0,0.0,1,0.0,30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.32,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,25,0.0
1195-1195,1.0,0.5,0.0,1.0,0.0,1,0.0,61,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,52,0.0
1196-1196,1.0,0.8,0.0,1.0,0.0,1,0.0,33,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,28,0.0
1197-1197,1.0,0.87,0.0,1.0,0.0,1,0.0,151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.04,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,120,0.0
1198-1198,1.0,0.95,0.0,1.0,0.0,1,0.0,188,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.82,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,160,0.0
1199-1199,1.0,1.0,0.0,1.0,0.0,1,0.0,42,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.26,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,37,0.0
1200-1200,1.0,0.67,0.166666666667,1.0,0.0,1,0.0,25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.08,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,27,0.0
1201-1201,1.0,0.88,0.0,1.0,0.0,1,0.0,133,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.04,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,131,0.0
1202-1202,1.0,0.42,0.136363636364,1.0,0.0952380952381,1,0.0,81,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.33,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,71,0.0
1203-1203,1.0,0.64,0.0,1.0,0.0,1,0.0,109,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.37,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,98,0.0
1204-1204,1.0,0.87,0.0333333333333,1.0,0.0,1,0.0,202,0.408248290464,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.52,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,179,0.0
1205-1205,1.0,0.72,0.0,1.0,0.0,1,0.0,215,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.45,166,0.0
1206-1206,1.0,0.91,0.375,1.0,0.0,1,0.0,148,0.408248290464,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,118,0.0
1207-1207,1.0,0.81,0.0,1.0,0.0,1,0.0,269,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,295,0.0
1208-1208,1.0,1.0,0.0,1.0,0.166666666667,1,0.0,22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.17,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,24,0.0
1209-1209,1.0,0.8,0.0,1.0,0.0,1,0.0,80,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.24,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,76,0.0
1210-1210,1.0,0.65,0.0,1.0,0.0,1,0.0,85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.88,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,63,0.0
1211-1211,1.0,0.84,0.0,1.0,0.0,1,0.0,155,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.47,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,141,0.0
1212-1212,1.0,0.74,0.0625,1.0,0.0625,1,0.0,56,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.29,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,50,0.0
1213-1213,0.0,0.74,0.5,1.0,0.0,1,0.0,146,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.36,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.99,132,0.0
1214-1214,1.0,0.61,0.0,1.0,0.0,1,0.0,135,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.95,112,0.0
1215-1215,1.0,0.69,0.0,1.0,0.0,1,0.0,120,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.31,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,112,0.0
1216-1216,1.0,0.63,0.0,1.0,0.0,1,0.0,170,0.909090909091,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.78,154,0.0
1217-1217,1.0,1.0,0.0,1.0,0.0,1,0.0,65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.15,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,62,0.0
1218-1218,1.0,0.82,0.375,1.0,0.0,1,0.0,138,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,105,0.0
1219-1219,1.0,0.81,0.0,1.0,0.0,1,0.0,172,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.09,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,166,0.0
1220-1220,0.0,0.53,0.0,1.0,0.0,1,0.0,56,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,51,0.0
1221-1221,1.0,0.72,0.0,1.0,0.0,1,0.0,40,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,21,0.0
1222-1222,1.0,0.57,0.0,1.0,0.0,1,0.0,78,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.43,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,69,0.0
1223-1223,1.0,0.89,0.05,1.0,0.0,1,0.0,169,0.316227766017,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.53,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,147,0.0
1224-1224,1.0,0.87,0.0,1.0,0.0,1,0.0,105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.04,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,105,0.0
1225-1225,1.0,0.78,0.0,1.0,0.0,1,0.0,246,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.55,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,221,0.0
1226-1226,1.0,0.75,0.0,1.0,0.0,1,0.0,35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,33,0.0
1227-1227,1.0,0.72,0.0,1.0,0.0,1,0.0,149,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.08,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,116,0.0
1228-1228,1.0,0.63,0.0,1.0,0.0,1,0.0,153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.03,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,118,0.0
1229-1229,1.0,0.79,0.166666666667,1.0,0.0,1,0.0,110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.63,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,90,0.0
1230-1230,1.0,0.5,0.0,1.0,0.0,1,0.0,46,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.06,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,47,0.0
1231-1231,1.0,0.63,0.0,1.0,0.0625,1,0.0,67,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,61,0.0
1232-1232,1.0,1.0,0.0,1.0,0.0,1,0.0,77,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.23,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,83,0.0
1233-1233,1.0,1.0,0.25,1.0,0.0,1,0.0,24,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.45,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,18,0.0
1234-1234,1.0,0.63,0.0,1.0,0.0,1,0.0,77,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,77,0.0
1235-1235,1.0,0.6,0.0,1.0,0.0,1,0.0,33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,30,0.0
1236-1236,1.0,0.73,0.0,1.0,0.0,1,0.0,136,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.22,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,125,0.0
1237-1237,1.0,0.91,0.0,1.0,0.0,1,0.0,62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.27,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,57,0.0
1238-1238,0.0,1.0,0.0,1.0,0.0,1,0.0,24,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.17,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22,0.0
1239-1239,1.0,0.74,0.133333333333,1.0,0.0,1,0.0,78,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.18,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,81,0.0
1240-1240,1.0,0.62,0.0,1.0,0.0,1,0.0,110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,105,0.0
1241-1241,1.0,0.74,0.0,1.0,0.0,1,0.0,127,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.29,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,90,0.0
1242-1242,1.0,0.46,0.0,1.0,0.0,1,0.0,216,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.87,177,0.0
1243-1243,1.0,0.69,0.0,1.0,0.0,1,0.0,84,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.37,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,73,0.0
1244-1244,1.0,0.87,0.25,1.0,0.0,1,0.0,60,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,51,0.0
1245-1245,1.0,0.92,0.0,1.0,0.0,1,0.0,102,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.86,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,82,0.0
1246-1246,0.0,1.0,0.0,1.0,0.0,1,0.0,24,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21,0.0
1247-1247,1.0,0.82,0.0,1.0,0.0,1,0.0,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,65,0.0
1248-1248,1.0,0.65,0.0,1.0,0.0,1,0.0,127,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.22,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,134,0.0
1249-1249,1.0,0.65,0.0,1.0,0.0,1,0.0,133,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,124,0.0
1250-1250,1.0,0.85,0.0,1.0,0.0,1,0.0,176,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.99,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.96,139,0.0
1251-1251,0.0,0.79,0.0,1.0,0.0,1,0.0,34,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.22,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,31,0.0
1252-1252,1.0,0.88,0.0,1.0,0.0,1,0.0,83,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.33,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,75,0.0
1253-1253,1.0,0.97,0.0,1.0,0.0,1,0.0,147,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.03,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,145,0.0
1254-1254,1.0,0.72,0.0,1.0,0.0,1,0.0,91,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.22,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,84,0.0
1255-1255,1.0,0.69,0.0,1.0,0.0,1,0.0,100,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.39,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,89,0.0
1256-1256,1.0,0.63,0.0,1.0,0.0,1,0.0,107,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.46,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,93,0.0
1257-1257,1.0,0.69,0.0,1.0,0.0,1,0.0,83,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.28,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.95,74,0.0
1258-1258,1.0,0.86,0.0,1.0,0.0,1,0.0,176,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.19,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.89,169,0.0
1259-1259,1.0,0.52,0.0,1.0,0.0,1,0.0,150,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,146,0.0
1260-1260,1.0,0.87,0.0,1.0,0.0,1,0.0,123,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.23,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,115,0.0
1261-1261,1.0,0.72,0.166666666667,1.0,0.0,1,0.0,35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,37,0.0
1262-1262,1.0,0.88,0.0,1.0,0.0,1,0.0,111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.66,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,95,0.0
1263-1263,0.0,0.3,0.5,1.0,0.0,1,0.0,79,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,75,0.0
1264-1264,1.0,1.0,0.166666666667,1.0,0.0,1,0.0,27,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.16,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,24,0.0
1265-1265,1.0,0.76,0.0,1.0,0.0,1,0.0,90,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.37,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.45,82,0.0
1266-1266,1.0,0.72,0.25,1.0,0.0,1,0.0,29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,20,0.0
